mls_id,year,first.yr,entry.age,position,hgflag,draftflag,mls2flag,pick,V1,age,starter.yr,duration,event
stephane-assengue,2014,2009,18,Forward,0,0,0,-1,out-of-league,23,,6,0
stephane-assengue,2015,2009,18,Forward,0,0,0,-1,out-of-league,24,,7,0
stephane-assengue,2016,2009,18,Forward,0,0,0,-1,out-of-league,25,,8,0
stephen-king,2008,2008,21,Midfielder,0,1,0,40,Chicago Fire,21,,1,0
stephen-king,2009,2008,21,Midfielder,0,1,0,40,Seattle Sounders FC,22,,2,0
stephen-king,2010,2008,21,Midfielder,0,1,0,40,D.C. United,23,,3,0
stephen-king,2011,2008,21,Midfielder,0,1,0,40,D.C. United,24,,4,0
stephen-king,2012,2008,21,Midfielder,0,1,0,40,D.C. United,25,,5,0
stephen-king,2013,2008,21,Midfielder,0,1,0,40,out-of-league,26,,6,0
stephen-king,2014,2008,21,Midfielder,0,1,0,40,out-of-league,27,,7,0
stephen-king,2015,2008,21,Midfielder,0,1,0,40,out-of-league,28,,8,0
stephen-king,2016,2008,21,Midfielder,0,1,0,40,out-of-league,29,,9,0
stephen-lumley,2007,2007,19,Defender,0,0,0,-1,Toronto FC,19,,1,0
stephen-lumley,2008,2007,19,Defender,0,0,0,-1,out-of-league,20,,2,0
stephen-lumley,2009,2007,19,Defender,0,0,0,-1,out-of-league,21,,3,0
stephen-lumley,2010,2007,19,Defender,0,0,0,-1,out-of-league,22,,4,0
stephen-lumley,2011,2007,19,Defender,0,0,0,-1,out-of-league,23,,5,0
stephen-lumley,2012,2007,19,Defender,0,0,0,-1,out-of-league,24,,6,0
stephen-lumley,2013,2007,19,Defender,0,0,0,-1,out-of-league,25,,7,0
stephen-lumley,2014,2007,19,Defender,0,0,0,-1,out-of-league,26,,8,0
stephen-lumley,2015,2007,19,Defender,0,0,0,-1,out-of-league,27,,9,0
stephen-lumley,2016,2007,19,Defender,0,0,0,-1,out-of-league,28,,10,0
steve-zakuani,2009,2009,21,Midfielder,0,1,0,1,Seattle Sounders FC,21,2009,1,1
steven-curfman,2007,2007,20,Midfielder,0,1,0,30,Real Salt Lake,20,,1,0
steven-curfman,2008,2007,20,Midfielder,0,1,0,30,out-of-league,21,,2,0
steven-curfman,2009,2007,20,Midfielder,0,1,0,30,out-of-league,22,,3,0
steven-curfman,2010,2007,20,Midfielder,0,1,0,30,out-of-league,23,,4,0
steven-curfman,2011,2007,20,Midfielder,0,1,0,30,out-of-league,24,,5,0
steven-curfman,2012,2007,20,Midfielder,0,1,0,30,out-of-league,25,,6,0
steven-curfman,2013,2007,20,Midfielder,0,1,0,30,out-of-league,26,,7,0
steven-curfman,2014,2007,20,Midfielder,0,1,0,30,out-of-league,27,,8,0
steven-curfman,2015,2007,20,Midfielder,0,1,0,30,out-of-league,28,,9,0
steven-curfman,2016,2007,20,Midfielder,0,1,0,30,out-of-league,29,,10,0
steven-emory,2011,2011,21,Midfielder,0,0,0,-1,Colorado Rapids,21,,1,0
steven-emory,2012,2011,21,Midfielder,0,0,0,-1,Colorado Rapids,22,,2,0
steven-emory,2013,2011,21,Midfielder,0,0,0,-1,out-of-league,23,,3,0
steven-emory,2014,2011,21,Midfielder,0,0,0,-1,out-of-league,24,,4,0
steven-emory,2015,2011,21,Midfielder,0,0,0,-1,out-of-league,25,,5,0
steven-emory,2016,2011,21,Midfielder,0,0,0,-1,out-of-league,26,,6,0
steven-evans,2013,2013,21,Midfielder,1,0,0,-1,Portland Timbers,21,,1,0
steven-evans,2014,2013,21,Midfielder,1,0,0,-1,Portland Timbers,22,,2,0
steven-evans,2015,2013,21,Midfielder,1,0,0,-1,out-of-league,23,,3,0
steven-evans,2016,2013,21,Midfielder,1,0,0,-1,out-of-league,24,,4,0
steven-lenhart,2008,2008,21,Forward,0,1,0,48,Columbus Crew SC,21,2010,1,0
steven-lenhart,2009,2008,21,Forward,0,1,0,48,Columbus Crew SC,22,2010,2,0
steven-lenhart,2010,2008,21,Forward,0,1,0,48,Columbus Crew SC,23,2010,3,1
taylor-hunter,2015,2015,21,Defender,0,1,0,49,Houston Dynamo,21,,1,0
taylor-hunter,2016,2015,21,Defender,0,1,0,49,out-of-league,22,,2,0
teal-bunbury,2010,2010,20,Midfielder,0,1,0,4,Sporting Kansas City,20,2011,1,0
teal-bunbury,2011,2010,20,Midfielder,0,1,0,4,Sporting Kansas City,21,2011,2,1
tesho-akindele,2014,2014,21,Forward,0,1,0,6,FC Dallas,21,2014,1,1
tommy-meyer,2012,2012,21,Defender,0,1,0,19,LA Galaxy,21,,1,0
tommy-meyer,2013,2012,21,Defender,0,1,0,19,LA Galaxy,22,,2,0
tommy-meyer,2014,2012,21,Defender,0,1,0,19,LA Galaxy,23,,3,0
tommy-meyer,2015,2012,21,Defender,0,1,0,19,LA Galaxy,24,,4,0
tommy-meyer,2016,2012,21,Defender,0,1,0,19,out-of-league,25,,5,0
tommy-muller,2013,2013,21,Defender,0,1,0,15,San Jose Earthquakes,21,,1,0
tommy-muller,2014,2013,21,Defender,0,1,0,15,San Jose Earthquakes,22,,2,0
tommy-muller,2015,2013,21,Defender,0,1,0,15,out-of-league,23,,3,0
tommy-muller,2016,2013,21,Defender,0,1,0,15,out-of-league,24,,4,0
tommy-redding,2015,2015,18,Defender,1,0,0,-1,Orlando City SC,18,,1,0
tommy-redding,2016,2015,18,Defender,1,0,0,-1,Orlando City SC,19,,2,0
tommy-thompson,2014,2014,18,Midfielder,1,0,0,-1,San Jose Earthquakes,18,,1,0
tommy-thompson,2015,2014,18,Midfielder,1,0,0,-1,San Jose Earthquakes,19,,2,0
tommy-thompson,2016,2014,18,Midfielder,1,0,0,-1,San Jose Earthquakes,20,,3,0
tony-beltran,2008,2008,20,Defender,0,1,0,3,Real Salt Lake,20,2009,1,0
tony-beltran,2009,2008,20,Defender,0,1,0,3,Real Salt Lake,21,2009,2,1
tony-cascio,2012,2012,21,Midfielder,0,1,0,14,Colorado Rapids,21,2012,1,1
tony-tchani,2010,2010,20,Midfielder,0,1,0,2,New York Red Bulls,20,2010,1,1
tristan-bowen,2009,2009,18,Forward,1,0,0,-1,LA Galaxy,18,,1,0
tristan-bowen,2010,2009,18,Forward,1,0,0,-1,LA Galaxy,19,,2,0
tristan-bowen,2011,2009,18,Forward,1,0,0,-1,Chivas USA,20,,3,0
tristan-bowen,2012,2009,18,Forward,1,0,0,-1,Chivas USA,21,,4,0
tristan-bowen,2013,2009,18,Forward,1,0,0,-1,Chivas USA,22,,5,0
tristan-bowen,2014,2009,18,Forward,1,0,0,-1,Seattle Sounders FC,23,,6,0
tristan-bowen,2015,2009,18,Forward,1,0,0,-1,out-of-league,24,,7,0
tristan-bowen,2016,2009,18,Forward,1,0,0,-1,out-of-league,25,,8,0
tyler-adams,2016,2016,17,Midfielder,1,0,1,-1,New York Red Bulls,17,,1,0
tyler-hemming,2007,2007,21,Midfielder,0,0,0,-1,Toronto FC,21,,1,0
tyler-hemming,2008,2007,21,Midfielder,0,0,0,-1,Toronto FC,22,,2,0
tyler-hemming,2009,2007,21,Midfielder,0,0,0,-1,out-of-league,23,,3,0
tyler-hemming,2010,2007,21,Midfielder,0,0,0,-1,out-of-league,24,,4,0
tyler-hemming,2011,2007,21,Midfielder,0,0,0,-1,out-of-league,25,,5,0
tyler-hemming,2012,2007,21,Midfielder,0,0,0,-1,out-of-league,26,,6,0
tyler-hemming,2013,2007,21,Midfielder,0,0,0,-1,out-of-league,27,,7,0
tyler-hemming,2014,2007,21,Midfielder,0,0,0,-1,out-of-league,28,,8,0
tyler-hemming,2015,2007,21,Midfielder,0,0,0,-1,out-of-league,29,,9,0
tyler-hemming,2016,2007,21,Midfielder,0,0,0,-1,out-of-league,30,,10,0
tyler-lassiter,2011,2011,21,Defender,0,1,0,30,New York Red Bulls,21,,1,0
tyler-lassiter,2012,2011,21,Defender,0,1,0,30,out-of-league,22,,2,0
tyler-lassiter,2013,2011,21,Defender,0,1,0,30,out-of-league,23,,3,0
tyler-lassiter,2014,2011,21,Defender,0,1,0,30,out-of-league,24,,4,0
tyler-lassiter,2015,2011,21,Defender,0,1,0,30,out-of-league,25,,5,0
tyler-lassiter,2016,2011,21,Defender,0,1,0,30,out-of-league,26,,6,0
tyler-polak,2012,2012,19,Defender,0,1,0,22,New England Revolution,19,,1,0
tyler-polak,2013,2012,19,Defender,0,1,0,22,New England Revolution,20,,2,0
tyler-polak,2014,2012,19,Defender,0,1,0,22,out-of-league,21,,3,0
tyler-polak,2015,2012,19,Defender,0,1,0,22,out-of-league,22,,4,0
tyler-polak,2016,2012,19,Defender,0,1,0,22,out-of-league,23,,5,0
tyler-rosenlund,2008,2008,21,Midfielder,0,0,0,-1,Toronto FC,21,,1,0
tyler-rosenlund,2009,2008,21,Midfielder,0,0,0,-1,out-of-league,22,,2,0
tyler-rosenlund,2010,2008,21,Midfielder,0,0,0,-1,out-of-league,23,,3,0
tyler-rosenlund,2011,2008,21,Midfielder,0,0,0,-1,out-of-league,24,,4,0
tyler-rosenlund,2012,2008,21,Midfielder,0,0,0,-1,out-of-league,25,,5,0
tyler-rosenlund,2013,2008,21,Midfielder,0,0,0,-1,out-of-league,26,,6,0
tyler-rosenlund,2014,2008,21,Midfielder,0,0,0,-1,out-of-league,27,,7,0
tyler-rosenlund,2015,2008,21,Midfielder,0,0,0,-1,out-of-league,28,,8,0
tyler-rosenlund,2016,2008,21,Midfielder,0,0,0,-1,out-of-league,29,,9,0
tyler-rudy,2015,2015,21,Midfielder,0,0,0,-1,New England Revolution,21,,1,0
tyler-rudy,2016,2015,21,Midfielder,0,0,0,-1,out-of-league,22,,2,0
tyler-turner,2015,2015,18,Defender,0,0,0,-1,Orlando City SC,18,,1,0
tyler-turner,2016,2015,18,Defender,0,0,0,-1,Orlando City SC,19,,2,0
victor-mansaray,2015,2015,18,Forward,1,0,1,-1,Seattle Sounders FC,18,,1,0
victor-mansaray,2016,2015,18,Forward,1,0,1,-1,Seattle Sounders FC,19,,2,0
victor-palsson,2012,2012,20,Midfielder,0,0,0,-1,New York Red Bulls,20,,1,0
victor-palsson,2013,2012,20,Midfielder,0,0,0,-1,out-of-league,21,,2,0
victor-palsson,2014,2012,20,Midfielder,0,0,0,-1,out-of-league,22,,3,0
victor-palsson,2015,2012,20,Midfielder,0,0,0,-1,out-of-league,23,,4,0
victor-palsson,2016,2012,20,Midfielder,0,0,0,-1,out-of-league,24,,5,0
victor-pineda,2010,2010,16,Midfielder,1,0,0,-1,Chicago Fire,16,,1,0
victor-pineda,2011,2010,16,Midfielder,1,0,0,-1,Chicago Fire,17,,2,0
victor-pineda,2012,2010,16,Midfielder,1,0,0,-1,Chicago Fire,18,,3,0
victor-pineda,2013,2010,16,Midfielder,1,0,0,-1,Chicago Fire,19,,4,0
victor-pineda,2014,2010,16,Midfielder,1,0,0,-1,Chicago Fire,20,,5,0
victor-pineda,2015,2010,16,Midfielder,1,0,0,-1,out-of-league,21,,6,0
victor-pineda,2016,2010,16,Midfielder,1,0,0,-1,out-of-league,22,,7,0
victor-ulloa,2011,2011,18,Midfielder,1,0,0,-1,FC Dallas,18,2014,1,0
victor-ulloa,2012,2011,18,Midfielder,1,0,0,-1,FC Dallas,19,2014,2,0
victor-ulloa,2013,2011,18,Midfielder,1,0,0,-1,FC Dallas,20,2014,3,0
victor-ulloa,2014,2011,18,Midfielder,1,0,0,-1,FC Dallas,21,2014,4,1
walker-zimmerman,2013,2013,19,Defender,0,1,0,7,FC Dallas,19,2016,1,0
walker-zimmerman,2014,2013,19,Defender,0,1,0,7,FC Dallas,20,2016,2,0
walker-zimmerman,2015,2013,19,Defender,0,1,0,7,FC Dallas,21,2016,3,0
walker-zimmerman,2016,2013,19,Defender,0,1,0,7,FC Dallas,22,2016,4,1
warren-creavalle,2012,2012,21,Midfielder,0,1,0,37,Houston Dynamo,21,2013,1,0
warren-creavalle,2013,2012,21,Midfielder,0,1,0,37,Houston Dynamo,22,2013,2,1
wil-trapp,2013,2013,20,Midfielder,1,0,0,-1,Columbus Crew SC,20,2014,1,0
wil-trapp,2014,2013,20,Midfielder,1,0,0,-1,Columbus Crew SC,21,2014,2,1
will-bates,2013,2013,21,Forward,0,0,0,-1,Seattle Sounders FC,21,,1,0
will-bates,2014,2013,21,Forward,0,0,0,-1,out-of-league,22,,2,0
will-bates,2015,2013,21,Forward,0,0,0,-1,out-of-league,23,,3,0
will-bates,2016,2013,21,Forward,0,0,0,-1,out-of-league,24,,4,0
will-bruin,2011,2011,21,Forward,0,1,0,11,Houston Dynamo,21,2011,1,1
yair-arboleda,2016,2016,19,Forward,0,0,1,-1,Houston Dynamo,19,,1,0
yamith-cuesta,2009,2009,19,Defender,0,0,0,-1,Chivas USA,19,2011,1,0
yamith-cuesta,2010,2009,19,Defender,0,0,0,-1,Chivas USA,20,2011,2,0
yamith-cuesta,2011,2009,19,Defender,0,0,0,-1,Chicago Fire,21,2011,3,1
yann-songoo,2013,2013,21,Defender,0,0,0,-1,Sporting Kansas City,21,,1,0
yann-songoo,2014,2013,21,Defender,0,0,0,-1,out-of-league,22,,2,0
yann-songoo,2015,2013,21,Defender,0,0,0,-1,out-of-league,23,,3,0
yann-songoo,2016,2013,21,Defender,0,0,0,-1,out-of-league,24,,4,0
yazid-atouba,2013,2013,20,Forward,0,1,0,30,Chicago Fire,20,,1,0
yazid-atouba,2014,2013,20,Forward,0,1,0,30,out-of-league,21,,2,0
yazid-atouba,2015,2013,20,Forward,0,1,0,30,out-of-league,22,,3,0
yazid-atouba,2016,2013,20,Forward,0,1,0,30,out-of-league,23,,4,0
yherland-mcdonald,2007,2007,20,Midfielder,0,0,0,-1,Colorado Rapids,20,,1,0
yherland-mcdonald,2008,2007,20,Midfielder,0,0,0,-1,out-of-league,21,,2,0
yherland-mcdonald,2009,2007,20,Midfielder,0,0,0,-1,out-of-league,22,,3,0
yherland-mcdonald,2010,2007,20,Midfielder,0,0,0,-1,out-of-league,23,,4,0
yherland-mcdonald,2011,2007,20,Midfielder,0,0,0,-1,out-of-league,24,,5,0
yherland-mcdonald,2012,2007,20,Midfielder,0,0,0,-1,out-of-league,25,,6,0
yherland-mcdonald,2013,2007,20,Midfielder,0,0,0,-1,out-of-league,26,,7,0
yherland-mcdonald,2014,2007,20,Midfielder,0,0,0,-1,out-of-league,27,,8,0
yherland-mcdonald,2015,2007,20,Midfielder,0,0,0,-1,out-of-league,28,,9,0
yherland-mcdonald,2016,2007,20,Midfielder,0,0,0,-1,out-of-league,29,,10,0
zac-herold,2010,2010,17,Defender,0,0,0,-1,Toronto FC,17,,1,0
zac-herold,2011,2010,17,Defender,0,0,0,-1,out-of-league,18,,2,0
zac-herold,2012,2010,17,Defender,0,0,0,-1,out-of-league,19,,3,0
zac-herold,2013,2010,17,Defender,0,0,0,-1,out-of-league,20,,4,0
zac-herold,2014,2010,17,Defender,0,0,0,-1,out-of-league,21,,5,0
zac-herold,2015,2010,17,Defender,0,0,0,-1,out-of-league,22,,6,0
zac-herold,2016,2010,17,Defender,0,0,0,-1,out-of-league,23,,7,0
zach-pfeffer,2011,2011,16,Midfielder,1,0,0,-1,Philadelphia Union,16,,1,0
zach-pfeffer,2012,2011,16,Midfielder,1,0,0,-1,Philadelphia Union,17,,2,0
zach-pfeffer,2013,2011,16,Midfielder,1,0,0,-1,out-of-league,18,,3,0
zach-pfeffer,2014,2011,16,Midfielder,1,0,0,-1,Philadelphia Union,19,,4,0
zach-pfeffer,2015,2011,16,Midfielder,1,0,0,-1,Philadelphia Union,20,,5,0
zach-pfeffer,2016,2011,16,Midfielder,1,0,0,-1,Colorado Rapids,21,,6,0
zachary-herivaux,2015,2015,19,Midfielder,1,0,0,-1,New England Revolution,19,,1,0
zachary-herivaux,2016,2015,19,Midfielder,1,0,0,-1,New England Revolution,20,,2,0
zakaria-messoudi,2013,2013,19,Midfielder,1,0,0,-1,Montreal Impact,19,,1,0
zakaria-messoudi,2014,2013,19,Midfielder,1,0,0,-1,Montreal Impact,20,,2,0
zakaria-messoudi,2015,2013,19,Midfielder,1,0,0,-1,out-of-league,21,,3,0
zakaria-messoudi,2016,2013,19,Midfielder,1,0,0,-1,out-of-league,22,,4,0
zarek-valentin,2011,2011,19,Defender,0,1,0,4,Chivas USA,19,2011,1,1
